PID, Country Code, Price
ECY207, GR, 4350
JWC202, KZ, 7866
ZKJ520, BZ, 2634
VTX268, MM, 867
RJZ479, BY, 7612
TSA643, BF, 9934
MSQ702, ST, 2136
QIL384, BY, 1998
EDS033, ST, 3086
IHC549, FI, 3949
OUW429, LK, 8429
MDN652, VC, 8248
LFL620, MA, 2266
DKQ286, DO, 6755
MXF977, IE, 1487
CQL722, NP, 9377
BJF676, ID, 9125
TQA626, NG, 4910
IHC549, NE, 9342
PHS712, CV, 8572
DUR236, MC, 1469
KWB629, CK, 7421
BTK863, CK, 1025
ZRY656, CN, 4389
CLZ063, PT, 5444
LYU161, LK, 1306
UEK278, VC, 9836
QVA360, TO, 2450
CQL722, DM, 1572
ZZZ669, ET, 3773
HSL253, KE, 3315
XDL139, YE, 5991
UJW299, CH, 1031
ZNP173, DM, 5237
PMC984, BG, 1320
CQH403, HN, 9561
XNO906, GW, 2863
YQO633, MT, 143
DPY560, CK, 1357
MET026, LY, 9314
OPU210, CO, 4050
LEY185, GR, 1545
SDD422, KR, 5827
XHX486, SV, 9128
EOU890, BE, 3288
SAS649, PE, 1064
XLK802, VE, 990
NYQ333, LU, 2294
LGP999, BR, 2110
YGP507, RW, 8029
HZJ001, KN, 4248
LYU161, CH, 2469
UTL157, AR, 8425
VQZ230, GA, 497
BEI652, AG, 4942
JLU105, TH, 2626
YGP507, IE, 3964
MSR124, IT, 8346
FSN175, AL, 5006
IEX152, KE, 8393
AEY003, LT, 4102
YPC502, LT, 6253
MXF977, CU, 2399
VTH061, GQ, 1391
DPY560, AL, 2011
VIO377, SG, 1103
FCK713, GT, 4494
FUR996, FR, 1997
IFM145, AZ, 4755
OPU210, LS, 5820
AGO363, SB, 3201
DPY560, NO, 1914
VNH867, AD, 2263
RJZ479, GE, 607
TDH596, TW, 9369
SAS649, CN, 941
EOU890, KE, 7261
CMM037, LA, 7154
IKK555, CF, 3215
UDV853, MM, 4699
TSA643, MW, 5313
MOQ202, MY, 640
KMQ788, VA, 3240
FNT587, KY, 4317
FVF864, KM, 1253
KDL036, MA, 152
VVA008, GE, 6985
TMV446, ST, 7212
FUR996, DK, 5848
ATL153, DE, 2368
UDX889, RW, 5688
QKT776, SI, 7871
UCZ641, NP, 2739
HJJ841, DM, 8960
JHE863, KY, 6114
IMM935, MV, 5596
JWC202, BO, 243
ZNP173, BO, 7774
FHP796, AT, 660
ETX785, GH, 6274
KUL044, TZ, 9169
MGU253, MK, 4976
HQM195, MC, 3359
GFX473, CL, 2600
PUB990, DZ, 7807
XNO906, RO, 9100
QIS044, SA, 3342
GHD954, IE, 3162
XDL139, ZW, 5551
LYU554, SE, 2296
JMV404, VN, 3814
XDL626, MZ, 870
LLX947, YE, 255
YBX043, TZ, 2797
GTX541, KZ, 8947
FSN175, MM, 8624
XNO906, LB, 4163
BRX801, GM, 6482
ASS020, AR, 1202
CPV855, TT, 3628
GWD618, GN, 4403
TRE344, GT, 1040
LYT876, BH, 185
SVN191, CO, 8816
SRV954, AG, 2833
PUB990, VN, 4118
RGF628, KH, 6276
RGF628, MD, 3097
KEL524, TJ, 8338
GQN193, CR, 1864
IFG137, DK, 8862
DUM793, SA, 9431
PSJ088, CA, 5910
FHP796, BG, 2501
FVF864, TM, 3220
WGQ397, MH, 9958
PTO324, PY, 5868
PMC984, LY, 3475
ZHC600, SY, 4655
UJW299, BW, 6545
JLU105, BD, 6384
JZJ781, HU, 6368
VVA008, NP, 8246
BWV316, KG, 9732
TRO770, ZA, 8113
HIS437, CL, 7479
ZKJ520, KE, 9400
BJF676, BT, 1476
VWY314, BN, 7245
HZD386, ST, 6206
FSN175, IT, 2679
ZND997, GE, 8182
IOF378, AO, 9617
FEM194, UZ, 6118
TRE344, GB, 6934
VPJ874, NG, 1608
CXS221, AG, 9179
FMX633, UZ, 2154
QMZ626, JO, 7176
GOH699, MY, 3022
AGO363, SK, 1083
PTO324, AU, 2285
GES873, SV, 5525
FMX633, ID, 8516
VYK426, VE, 9595
CNM063, UG, 1219
GES873, KH, 3341
KWB629, LI, 8990
JWC202, PL, 709
LYU334, CM, 5627
VYK426, ML, 4353
CLZ063, TL, 1839
UCZ641, KP, 2360
OPS367, AO, 9221
ECS811, YT, 4948
IMM935, TT, 4561
FZZ352, GB, 7335
FEM194, FI, 7876
LYU334, AZ, 8600
EDS033, IR, 732
XIA113, TD, 1896
FZZ352, TH, 4217
BEI652, AD, 9833
CSO582, CD, 315
ELC352, LS, 9153
VQC969, JM, 2389
MKB591, UA, 8338
BCP116, ZM, 5661
ELC352, VE, 3350
WIQ510, BB, 4445
KMQ788, TR, 2391
QIS044, KY, 3721
CQC981, GH, 595
BEI652, IE, 1003
CXS221, MW, 9004
ZND997, IS, 2808
WIQ510, IT, 9441
IFM145, AO, 378
BCP116, MK, 716
SWP631, PK, 8821
EMW654, BH, 2547
ACF363, LU, 6336
NRC272, TZ, 8061
QVA360, LK, 7202
HIS437, KZ, 9467
MET026, TM, 8049
LYU334, IL, 8362
ZDM115, LU, 9097
AGO363, IS, 4691
JMV404, MT, 9816
KFB937, DM, 5211
YBX043, SG, 3742
TQA626, NI, 3747
JHE863, DZ, 2768
JZJ781, ID, 7024
EOU890, MY, 6247
KDL036, MT, 3604
QIW073, GH, 2408
VWR847, CG, 7332
NOX860, AZ, 8776
YRY873, CR, 2730
CQC981, KE, 3546
OPM654, SO, 9378
QIS044, CV, 1151
KWB629, BB, 5808
FZZ352, KG, 4579
GHD954, OM, 1316
OPS367, MR, 3979
KMQ788, SS, 8469
YPC502, AF, 6221
XIA113, PW, 1875
CPV855, DZ, 5457
OPM654, YT, 7307
GXW994, KW, 5536
FCK713, PE, 6050
RIH605, KI, 4799
VTH061, CZ, 4835
FHL317, LY, 9221
AEY003, ZA, 9595
KWB629, CV, 219
MSI530, PA, 9277
LYU334, PK, 6353
RZO810, BG, 8457
IFP208, LV, 1759
HZJ001, CG, 4592
WIQ510, GN, 171
XDL139, SG, 8182
NNH655, VN, 2400
VUG789, CL, 5900
FZZ352, NO, 6457
QVA360, AM, 6366
FUR996, IN, 2983
LYU334, US, 3458
